RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES,year,measure
165,165,Spencer Levin,75,279,39611,142,2009,avg_driv_dist
166,166,Rick Price,54,278.6,26743,96,2009,avg_driv_dist
167,167,Chris Riley,77,278.5,39551,142,2009,avg_driv_dist
168,168,Ryuji Imada,85,278.4,47333,170,2009,avg_driv_dist
169,169,Brandt Snedeker,81,277.3,42703,154,2009,avg_driv_dist
170,170,Nick O'Hern,90,277,47639,172,2009,avg_driv_dist
171,171,Brendon Todd,53,276.2,28176,102,2009,avg_driv_dist
172,172,Paul Goydos,79,275.8,42475,154,2009,avg_driv_dist
173,173,Luke Donald,79,275.7,41901,152,2009,avg_driv_dist
174,174,Glen Day,79,275,39054,142,2009,avg_driv_dist
175,175,Bart Bryant,58,274.6,29652,108,2009,avg_driv_dist
176,176,Richard Johnson,85,274,46028,168,2009,avg_driv_dist
177,177,Jeff Quinney,78,273.4,42647,156,2009,avg_driv_dist
178,178,Greg Kraft,51,273.1,25669,94,2009,avg_driv_dist
179,179,Tom Lehman,55,272.2,27768,102,2009,avg_driv_dist
180,180,Brad Faxon,59,270.8,31950,118,2009,avg_driv_dist
181,181,Dean Wilson,81,270.3,41629,154,2009,avg_driv_dist
182,182,Mark Brooks,55,269.2,25309,94,2009,avg_driv_dist
183,183,Brian Gay,96,268.5,49400,184,2009,avg_driv_dist
184,184,Corey Pavin,73,259,33666,130,2009,avg_driv_dist
1,1,Robert Garrigus,71,315.5,41009,130,2010,avg_driv_dist
2,2,Bubba Watson,77,309.8,47703,154,2010,avg_driv_dist
3,3,Dustin Johnson,83,308.5,50588,164,2010,avg_driv_dist
4,4,Brett Wetterich,54,307.3,33187,108,2010,avg_driv_dist
5,5,J.B. Holmes,100,307.2,61437,200,2010,avg_driv_dist
T6,T6,John Daly,63,305.7,33623,110,2010,avg_driv_dist
T6,T6,Graham DeLaet,88,305.7,50142,164,2010,avg_driv_dist
8,8,Ángel Cabrera,64,304.5,38362,126,2010,avg_driv_dist
9,9,Charles Warren,64,302.5,35089,116,2010,avg_driv_dist
10,10,D.J. Trahan,92,301.1,55411,184,2010,avg_driv_dist
11,11,Martin Flores,75,300.7,42705,142,2010,avg_driv_dist
12,12,Rory McIlroy,54,300,31201,104,2010,avg_driv_dist
13,13,Phil Mickelson,76,299.1,45459,152,2010,avg_driv_dist
14,14,Aaron Baddeley,94,298.9,56202,188,2010,avg_driv_dist
T15,T15,Jason Day,82,298.2,48901,164,2010,avg_driv_dist
T15,T15,Charley Hoffman,85,298.2,49509,166,2010,avg_driv_dist
17,17,Davis Love III,79,297.7,47042,158,2010,avg_driv_dist
18,18,Jeff Overton,89,297.3,50543,170,2010,avg_driv_dist
19,19,Scott Piercy,88,296.8,52242,176,2010,avg_driv_dist
T20,T20,Martin Laird,91,296.5,53669,181,2010,avg_driv_dist
T20,T20,Nick Watney,91,296.5,51883,175,2010,avg_driv_dist
22,22,Troy Matteson,84,296.3,49774,168,2010,avg_driv_dist
23,23,Jarrod Lyle,54,296.2,27253,92,2010,avg_driv_dist
24,24,Andres Romero,73,296,43223,146,2010,avg_driv_dist
25,25,Daniel Chopra,74,295.9,43800,148,2010,avg_driv_dist
26,26,Ryan Palmer,84,295.8,49702,168,2010,avg_driv_dist
T27,T27,Lucas Glover,75,295.7,43764,148,2010,avg_driv_dist
T27,T27,Alex Prugh,88,295.7,50856,172,2010,avg_driv_dist
29,29,Garth Mulroy,53,295.6,28967,98,2010,avg_driv_dist
30,30,John Rollins,81,295.5,47863,162,2010,avg_driv_dist
31,31,Marc Leishman,87,295,51331,174,2010,avg_driv_dist
32,32,Cameron Tringale,55,294.5,28864,98,2010,avg_driv_dist
33,33,Adam Scott,70,294.4,40045,136,2010,avg_driv_dist
34,34,Charles Howell III,103,294.3,58274,198,2010,avg_driv_dist
35,35,Paul Casey,64,294.2,34125,116,2010,avg_driv_dist
T36,T36,Matt Bettencourt,91,294,48798,166,2010,avg_driv_dist
T36,T36,Derek Lamely,81,294,44101,150,2010,avg_driv_dist
T36,T36,Cameron Percy,73,294,39980,136,2010,avg_driv_dist
39,39,James Driscoll,78,293.9,45843,156,2010,avg_driv_dist
40,40,Mathias Grönberg,61,293.7,32311,110,2010,avg_driv_dist
41,41,George McNeill,79,293.4,46352,158,2010,avg_driv_dist
T42,T42,Bill Haas,87,293.3,51026,174,2010,avg_driv_dist
T42,T42,Matt Jones,89,293.3,52199,178,2010,avg_driv_dist
44,44,Josh Teater,101,293.1,58031,198,2010,avg_driv_dist
45,45,Jimmy Walker,82,292.9,45686,156,2010,avg_driv_dist
46,46,J.J. Henry,92,292.8,49190,168,2010,avg_driv_dist
T47,T47,Rickie Fowler,98,292.7,57363,196,2010,avg_driv_dist
T47,T47,Sergio Garcia,58,292.7,30438,104,2010,avg_driv_dist
T49,T49,Stewart Cink,84,292.4,46786,160,2010,avg_driv_dist
T49,T49,Chris Couch,66,292.4,38592,132,2010,avg_driv_dist
51,51,Vijay Singh,75,292.3,43267,148,2010,avg_driv_dist
52,52,Padraig Harrington,57,292.1,32715,112,2010,avg_driv_dist
T53,T53,Roger Tambellini,77,292,40293,138,2010,avg_driv_dist
T53,T53,Bo Van Pelt,104,292,60731,208,2010,avg_driv_dist
T55,T55,David Lutterus,69,291.9,36781,126,2010,avg_driv_dist
T55,T55,Boo Weekley,88,291.9,46700,160,2010,avg_driv_dist
57,57,Hunter Mahan,85,291.8,49029,168,2010,avg_driv_dist
T58,T58,Tim Herron,79,291.7,42591,146,2010,avg_driv_dist
T58,T58,Chris Wilson,65,291.7,34421,118,2010,avg_driv_dist
T60,T60,Retief Goosen,75,291.4,41383,142,2010,avg_driv_dist
T60,T60,John Merrick,109,291.4,58862,202,2010,avg_driv_dist
T60,T60,Greg Owen,69,291.4,40218,138,2010,avg_driv_dist
63,63,Blake Adams,84,291.3,47781,164,2010,avg_driv_dist
T64,T64,Jonathan Byrd,85,290.9,49461,170,2010,avg_driv_dist
T64,T64,Matt Every,60,290.9,33750,116,2010,avg_driv_dist
T66,T66,Will MacKenzie,72,290.8,41868,144,2010,avg_driv_dist
T66,T66,Ted Purdy,86,290.8,47685,164,2010,avg_driv_dist
T68,T68,Steve Marino,81,290.6,47079,162,2010,avg_driv_dist
T68,T68,Kenny Perry,69,290.6,39522,136,2010,avg_driv_dist
T70,T70,Paul Stankowski,62,290.3,31354,108,2010,avg_driv_dist
T70,T70,Kevin Streelman,90,290.3,49933,172,2010,avg_driv_dist
T72,T72,John Senden,103,290.2,59781,206,2010,avg_driv_dist
T72,T72,Kevin Stadler,86,290.2,45264,156,2010,avg_driv_dist
74,74,Andrew McLardy,52,289.9,27835,96,2010,avg_driv_dist
T75,T75,Michael Letzig,84,289.7,48665,168,2010,avg_driv_dist
T75,T75,Ryan Moore,80,289.7,45476,157,2010,avg_driv_dist
77,77,Camilo Villegas,78,289.6,41703,144,2010,avg_driv_dist
T78,T78,Mathew Goggin,85,289.3,49181,170,2010,avg_driv_dist
T78,T78,Sean O'Hair,84,289.3,47162,163,2010,avg_driv_dist
T80,T80,Steve Elkington,74,289.2,39333,136,2010,avg_driv_dist
T80,T80,Nicholas Thompson,88,289.2,48593,168,2010,avg_driv_dist
T82,T82,Robert Allenby,76,289.1,42505,147,2010,avg_driv_dist
T82,T82,Rory Sabbatini,79,289.1,43946,152,2010,avg_driv_dist
84,84,Stuart Appleby,101,289,57221,198,2010,avg_driv_dist
85,85,Bill Lunde,79,288.9,43329,150,2010,avg_driv_dist
T86,T86,Tom Gillis,97,288.7,56016,194,2010,avg_driv_dist
T86,T86,Jeff Gove,57,288.7,29449,102,2010,avg_driv_dist
T88,T88,Scott McCarron,90,288.6,51943,180,2010,avg_driv_dist
T88,T88,Y.E. Yang,72,288.6,40409,140,2010,avg_driv_dist
T90,T90,Ernie Els,72,288.4,40374,140,2010,avg_driv_dist
T90,T90,Brenden Pappas,66,288.4,35766,124,2010,avg_driv_dist
92,92,Troy Merritt,86,288.2,48417,168,2010,avg_driv_dist
T93,T93,Henrik Bjornstad,72,288.1,38024,132,2010,avg_driv_dist
T93,T93,Chris Tidland,77,288.1,42060,146,2010,avg_driv_dist
95,95,Roland Thatcher,72,288,41467,144,2010,avg_driv_dist
96,96,Kevin Sutherland,86,287.9,49523,172,2010,avg_driv_dist
97,97,Justin Rose,78,287.8,44894,156,2010,avg_driv_dist
98,98,Lee Janzen,77,287.7,44302,154,2010,avg_driv_dist
99,99,Rich Barcelo,70,287.6,36812,128,2010,avg_driv_dist
100,100,Jeev Milkha Singh,59,287.3,29882,104,2010,avg_driv_dist
101,101,Chris Stroud,90,287.2,47103,164,2010,avg_driv_dist
T102,T102,Pat Perez,90,287.1,51681,180,2010,avg_driv_dist
T102,T102,Steve Wheatcroft,74,287.1,37893,132,2010,avg_driv_dist
104,104,Geoff Ogilvy,62,287,34437,120,2010,avg_driv_dist
T105,T105,Brendon de Jonge,114,286.9,60816,212,2010,avg_driv_dist
T105,T105,David Duval,71,286.9,39309,137,2010,avg_driv_dist
T105,T105,Matt Kuchar,97,286.9,54505,190,2010,avg_driv_dist
T105,T105,Brian Stuard,81,286.9,43037,150,2010,avg_driv_dist
109,109,Ian Poulter,55,286.8,28104,98,2010,avg_driv_dist
T110,T110,Kris Blanks,91,286.4,47543,166,2010,avg_driv_dist
T110,T110,Trevor Immelman,55,286.4,31214,109,2010,avg_driv_dist
T112,T112,Steve Lowery,67,286.2,36066,126,2010,avg_driv_dist
T112,T112,James Nitties,92,286.2,49231,172,2010,avg_driv_dist
114,114,Joe Ogilvie,99,285.9,53172,186,2010,avg_driv_dist
115,115,Cameron Beckman,68,285.7,36570,128,2010,avg_driv_dist
116,116,Joe Durant,67,285.6,34847,122,2010,avg_driv_dist
117,117,Ricky Barnes,103,285.5,58818,206,2010,avg_driv_dist
118,118,Webb Simpson,98,285.4,55944,196,2010,avg_driv_dist
T119,T119,Chad Campbell,94,285.1,53030,186,2010,avg_driv_dist
T119,T119,Jay Williamson,76,285.1,38772,136,2010,avg_driv_dist
121,121,Aron Price,70,284.6,36433,128,2010,avg_driv_dist
122,122,Vaughn Taylor,87,284.4,49484,174,2010,avg_driv_dist
123,123,Vance Veazey,58,284.3,29568,104,2010,avg_driv_dist
124,124,Billy Mayfair,78,284,39753,140,2010,avg_driv_dist
125,125,Bob Estes,79,283.9,44858,158,2010,avg_driv_dist
126,126,Rod Pampling,77,283.5,43656,154,2010,avg_driv_dist
127,127,Michael Sim,64,283.3,35698,126,2010,avg_driv_dist
T128,T128,Cliff Kresge,50,283.2,26053,92,2010,avg_driv_dist
T128,T128,Shaun Micheel,70,283.2,35118,124,2010,avg_driv_dist
T128,T128,Brett Quigley,96,283.2,53808,190,2010,avg_driv_dist
T131,T131,K.J. Choi,82,283.1,44169,156,2010,avg_driv_dist
T131,T131,Freddie Jacobson,83,283.1,46987,166,2010,avg_driv_dist
133,133,D.A. Points,90,283,50947,180,2010,avg_driv_dist
134,134,Steve Stricker,73,282.9,40735,144,2010,avg_driv_dist
135,135,Johnson Wagner,85,282.4,45743,162,2010,avg_driv_dist
136,136,Ben Crane,85,282.3,46304,164,2010,avg_driv_dist
137,137,Carl Pettersson,99,282.1,51340,182,2010,avg_driv_dist
T138,T138,Stephen Ames,75,282,41737,148,2010,avg_driv_dist
T138,T138,Briny Baird,87,282,46805,166,2010,avg_driv_dist
140,140,Jason Dufner,87,281.9,49051,174,2010,avg_driv_dist
141,141,Justin Bolli,55,281.8,27618,98,2010,avg_driv_dist
142,142,Dean Wilson,54,281.6,27032,96,2010,avg_driv_dist
143,143,Michael Bradley,77,281.5,41099,146,2010,avg_driv_dist
T144,T144,Michael Connell,89,281.3,45569,162,2010,avg_driv_dist
T144,T144,David Toms,86,281.3,47819,170,2010,avg_driv_dist
146,146,Charlie Wi,95,281.2,53425,190,2010,avg_driv_dist
147,147,Woody Austin,93,281.1,50039,178,2010,avg_driv_dist
T148,T148,Mark Calcavecchia,50,281,23606,84,2010,avg_driv_dist
T148,T148,J.P. Hayes,79,281,42150,150,2010,avg_driv_dist
T150,T150,Spencer Levin,110,280.6,57242,204,2010,avg_driv_dist
T150,T150,Mark Wilson,87,280.6,46583,166,2010,avg_driv_dist
152,152,John Mallinger,78,280.4,42627,152,2010,avg_driv_dist
153,153,Garrett Willis,82,280.2,43714,156,2010,avg_driv_dist
154,154,Tom Pernice Jr.,74,280,36954,132,2010,avg_driv_dist
155,155,Jason Bohn,84,279.8,47008,168,2010,avg_driv_dist
156,156,Zach Johnson,93,279.7,50904,182,2010,avg_driv_dist
T157,T157,Nathan Green,86,279.5,48073,172,2010,avg_driv_dist
T157,T157,Skip Kendall,58,279.5,27950,100,2010,avg_driv_dist
159,159,Jeff Maggert,76,279.1,37963,136,2010,avg_driv_dist
T160,T160,Chris DiMarco,88,279,46870,168,2010,avg_driv_dist
T160,T160,Jerry Kelly,99,279,53001,190,2010,avg_driv_dist
T160,T160,Jerod Turner,54,279,25666,92,2010,avg_driv_dist
T163,T163,Brian Davis,101,278.9,56341,202,2010,avg_driv_dist
T163,T163,Heath Slocum,97,278.9,51877,186,2010,avg_driv_dist
T165,T165,Ryuji Imada,90,278.7,50173,180,2010,avg_driv_dist
T165,T165,Tim Petrovic,105,278.7,58536,210,2010,avg_driv_dist
T167,T167,Kevin Na,94,278.6,51816,186,2010,avg_driv_dist
T167,T167,Scott Verplank,74,278.6,40669,146,2010,avg_driv_dist
169,169,Chris Riley,73,278.3,37293,134,2010,avg_driv_dist
170,170,Rocco Mediate,71,278.1,38372,138,2010,avg_driv_dist
171,171,Bryce Molder,84,278,44482,160,2010,avg_driv_dist
172,172,Justin Leonard,89,277.8,48892,176,2010,avg_driv_dist
T173,T173,Alex Cejka,81,277.4,43834,158,2010,avg_driv_dist
T173,T173,Steve Flesch,78,277.4,41051,148,2010,avg_driv_dist
175,175,Richard Johnson,90,277.3,45474,164,2010,avg_driv_dist
176,176,Brandt Snedeker,89,277.1,49315,178,2010,avg_driv_dist
177,177,Luke Donald,71,277,37676,136,2010,avg_driv_dist
178,178,Kevin Johnson,62,276.5,30971,112,2010,avg_driv_dist
179,179,Jim Furyk,76,276,40853,148,2010,avg_driv_dist
180,180,Chad Collins,87,275.8,43575,158,2010,avg_driv_dist
181,181,Brent Delahoussaye,57,275.6,28107,102,2010,avg_driv_dist
T182,T182,Greg Chalmers,93,275.5,51242,186,2010,avg_driv_dist
T182,T182,Ben Curtis,78,275.5,42985,156,2010,avg_driv_dist
184,184,Mike Weir,59,273.9,31230,114,2010,avg_driv_dist
185,185,Paul Goydos,78,273.6,42682,156,2010,avg_driv_dist
186,186,Jeff Quinney,91,273.3,47553,174,2010,avg_driv_dist
187,187,Greg Kraft,52,273.2,25130,92,2010,avg_driv_dist
188,188,Tim Clark,88,272.2,46282,170,2010,avg_driv_dist
189,189,Omar Uresti,74,272,36987,136,2010,avg_driv_dist
190,190,Brad Faxon,58,271.4,29306,108,2010,avg_driv_dist
191,191,Craig Bowden,56,270,27545,102,2010,avg_driv_dist
192,192,Brian Gay,101,266.4,52220,196,2010,avg_driv_dist
1,1,J.B. Holmes,57,318.4,33751,106,2011,avg_driv_dist
2,2,Bubba Watson,85,314.9,49747,158,2011,avg_driv_dist
3,3,Dustin Johnson,72,314.2,44616,142,2011,avg_driv_dist
4,4,Robert Garrigus,83,313.4,52026,166,2011,avg_driv_dist
5,5,Gary Woodland,93,310.5,57745,186,2011,avg_driv_dist
6,6,Steven Bowditch,86,308.3,50569,164,2011,avg_driv_dist
7,7,Scott Piercy,78,305.4,45204,148,2011,avg_driv_dist
8,8,Jhonattan Vegas,84,304.9,48778,160,2011,avg_driv_dist
9,9,Kyle Stanley,98,304.6,54825,180,2011,avg_driv_dist
10,10,Will Strickler,51,304.1,28584,94,2011,avg_driv_dist
11,11,Scott Stallings,84,303.7,47374,156,2011,avg_driv_dist
12,12,Tag Ridings,87,303.3,49131,162,2011,avg_driv_dist
13,13,Martin Laird,77,303,46051,152,2011,avg_driv_dist
14,14,Jason Day,76,302.6,44179,146,2011,avg_driv_dist
15,15,Josh Teater,104,302.3,59244,196,2011,avg_driv_dist
16,16,Nick Watney,80,301.9,46500,154,2011,avg_driv_dist
17,17,Harrison Frazar,58,301.8,35006,116,2011,avg_driv_dist
18,18,Jim Herman,69,301.7,36806,122,2011,avg_driv_dist
19,19,Ángel Cabrera,50,301.6,27747,92,2011,avg_driv_dist
20,20,Keegan Bradley,91,300.7,52319,174,2011,avg_driv_dist
21,21,Troy Matteson,91,300.2,52230,174,2011,avg_driv_dist
T22,T22,Charley Hoffman,93,299.8,55162,184,2011,avg_driv_dist
T22,T22,Phil Mickelson,79,299.8,46162,154,2011,avg_driv_dist
24,24,Adam Scott,60,299.7,35367,118,2011,avg_driv_dist
T25,T25,Rickie Fowler,84,299.5,48520,162,2011,avg_driv_dist
T25,T25,Zack Miller,86,299.5,49116,164,2011,avg_driv_dist
T25,T25,Ryan Palmer,82,299.5,47915,160,2011,avg_driv_dist
T28,T28,Sergio Garcia,61,299.2,36507,122,2011,avg_driv_dist
T28,T28,Robert Karlsson,61,299.2,35309,118,2011,avg_driv_dist
30,30,Jimmy Walker,79,298.8,47213,158,2011,avg_driv_dist
T31,T31,Alex Prugh,82,298.6,46581,156,2011,avg_driv_dist
T31,T31,D.J. Trahan,91,298.6,54349,182,2011,avg_driv_dist
T33,T33,James Driscoll,71,298.5,38802,130,2011,avg_driv_dist
T33,T33,Brandt Jobe,100,298.5,57311,192,2011,avg_driv_dist
T33,T33,Davis Love III,70,298.5,41783,140,2011,avg_driv_dist
36,36,Scott Gutschewski,67,298,35169,118,2011,avg_driv_dist
37,37,Derek Lamely,65,297.9,37538,126,2011,avg_driv_dist
T38,T38,Bobby Gates,82,297.4,44013,148,2011,avg_driv_dist
T38,T38,Bo Van Pelt,92,297.4,53533,180,2011,avg_driv_dist
40,40,Charles Howell III,108,297.3,61846,208,2011,avg_driv_dist
T41,T41,John Merrick,71,297.2,37450,126,2011,avg_driv_dist
T41,T41,Michael Putnam,67,297.2,37445,126,2011,avg_driv_dist
43,43,Charl Schwartzel,58,297,33269,112,2011,avg_driv_dist
T44,T44,Chris Couch,73,296.8,43334,146,2011,avg_driv_dist
T44,T44,Jim Renner,65,296.8,33836,114,2011,avg_driv_dist
T46,T46,Tommy Gainey,104,296.7,59331,200,2011,avg_driv_dist
T46,T46,John Rollins,85,296.7,49251,166,2011,avg_driv_dist
T48,T48,Bill Haas,93,296.6,54570,184,2011,avg_driv_dist
T48,T48,Boo Weekley,66,296.6,36775,124,2011,avg_driv_dist
50,50,David Duval,67,296.3,39698,134,2011,avg_driv_dist
T51,T51,Aaron Baddeley,77,296.2,44430,150,2011,avg_driv_dist
T51,T51,Webb Simpson,98,296.2,58064,196,2011,avg_driv_dist
53,53,Bio Kim,71,296.1,38497,130,2011,avg_driv_dist
54,54,Marc Leishman,87,296,51496,174,2011,avg_driv_dist
55,55,Kevin Chappell,78,295.8,42597,144,2011,avg_driv_dist
56,56,Chris Kirk,87,295.7,51446,174,2011,avg_driv_dist
57,57,Joseph Bramlett,73,295.6,38434,130,2011,avg_driv_dist
58,58,Jeff Overton,92,295.3,53750,182,2011,avg_driv_dist
59,59,Steve Marino,76,295.2,44873,152,2011,avg_driv_dist
60,60,George McNeill,69,295,35991,122,2011,avg_driv_dist
T61,T61,Padraig Harrington,60,294.7,34778,118,2011,avg_driv_dist
T61,T61,Andres Romero,77,294.7,44200,150,2011,avg_driv_dist
T63,T63,Lucas Glover,74,294.6,43595,148,2011,avg_driv_dist
T63,T63,Sean O'Hair,71,294.6,41241,140,2011,avg_driv_dist
65,65,Camilo Villegas,69,294.4,40041,136,2011,avg_driv_dist
T66,T66,Vijay Singh,79,294.3,46492,158,2011,avg_driv_dist
T66,T66,Cameron Tringale,110,294.3,62400,212,2011,avg_driv_dist
T68,T68,Sung Kang,63,294.2,34712,118,2011,avg_driv_dist
T68,T68,Anthony Kim,72,294.2,41774,142,2011,avg_driv_dist
70,70,Matt Jones,71,293.9,41730,142,2011,avg_driv_dist
71,71,Chez Reavie,92,293.5,53998,184,2011,avg_driv_dist
T72,T72,Ricky Barnes,78,293.3,45750,156,2011,avg_driv_dist
T72,T72,John Senden,94,293.3,55144,188,2011,avg_driv_dist
74,74,Kevin Stadler,88,293.2,46910,160,2011,avg_driv_dist
T75,T75,Andres Gonzales,60,293.1,30486,104,2011,avg_driv_dist
T75,T75,Roland Thatcher,67,293.1,39272,134,2011,avg_driv_dist
77,77,Brendan Steele,89,292.8,50943,174,2011,avg_driv_dist
78,78,Rory Sabbatini,85,292.5,47377,162,2011,avg_driv_dist
79,79,Martin Piller,63,292.2,34482,118,2011,avg_driv_dist
80,80,Blake Adams,116,292.1,65435,224,2011,avg_driv_dist
T81,T81,Stewart Cink,72,291.8,38521,132,2011,avg_driv_dist
T81,T81,Tim Herron,85,291.8,47269,162,2011,avg_driv_dist
T81,T81,Carl Pettersson,95,291.8,54271,186,2011,avg_driv_dist
T84,T84,Jonathan Byrd,83,291.6,47827,164,2011,avg_driv_dist
T84,T84,Hunter Mahan,92,291.6,51896,178,2011,avg_driv_dist
T84,T84,Scott McCarron,65,291.6,35574,122,2011,avg_driv_dist
T84,T84,Joe Ogilvie,75,291.6,39076,134,2011,avg_driv_dist
T84,T84,Rod Pampling,72,291.6,37331,128,2011,avg_driv_dist
89,89,Bill Lunde,92,291.5,51298,176,2011,avg_driv_dist
90,90,Pat Perez,76,291.4,44289,152,2011,avg_driv_dist
91,91,Chris Stroud,88,291.2,48916,168,2011,avg_driv_dist
T92,T92,Chad Campbell,99,291.1,56476,194,2011,avg_driv_dist
T92,T92,J.J. Henry,96,291.1,53561,184,2011,avg_driv_dist
T94,T94,Billy Horschel,75,291,40162,138,2011,avg_driv_dist
T94,T94,Michael Thompson,79,291,42486,146,2011,avg_driv_dist
T96,T96,David Hearn,88,290.9,46551,160,2011,avg_driv_dist
T96,T96,Alexandre Rocha,65,290.9,33157,114,2011,avg_driv_dist
98,98,Michael Bradley,74,290.7,40703,140,2011,avg_driv_dist
99,99,Justin Rose,79,290.6,44759,154,2011,avg_driv_dist
T100,T100,Robert Allenby,84,290.2,48165,166,2011,avg_driv_dist
T100,T100,D.J. Brigman,67,290.2,34244,118,2011,avg_driv_dist
T100,T100,Y.E. Yang,63,290.2,34239,118,2011,avg_driv_dist
T103,T103,Tom Gillis,55,290.1,31914,110,2011,avg_driv_dist
T103,T103,Lee Janzen,62,290.1,32495,112,2011,avg_driv_dist
T103,T103,Ryan Moore,79,290.1,43510,150,2011,avg_driv_dist
106,106,Geoff Ogilvy,69,290,38286,132,2011,avg_driv_dist
T107,T107,Retief Goosen,50,289.9,28415,98,2011,avg_driv_dist
T107,T107,William McGirt,103,289.9,57398,198,2011,avg_driv_dist
T109,T109,Ben Martin,74,289.5,40528,140,2011,avg_driv_dist
T109,T109,Graeme McDowell,50,289.5,27213,94,2011,avg_driv_dist
111,111,Kevin Streelman,90,289.2,52050,180,2011,avg_driv_dist
112,112,Briny Baird,60,289.1,31223,108,2011,avg_driv_dist
113,113,Steve Stricker,70,288.8,39859,138,2011,avg_driv_dist
T114,T114,Hunter Haas,96,288.5,53082,184,2011,avg_driv_dist
T114,T114,Trevor Immelman,84,288.5,48465,168,2011,avg_driv_dist
116,116,Fabián Gómez,84,288.4,43832,152,2011,avg_driv_dist
117,117,Matt Bettencourt,84,288.3,48437,168,2011,avg_driv_dist
118,118,Ernie Els,71,288.1,39753,138,2011,avg_driv_dist
119,119,Brendon de Jonge,105,287.8,58132,202,2011,avg_driv_dist
120,120,Woody Austin,59,287.6,30487,106,2011,avg_driv_dist
121,121,Stuart Appleby,65,287.5,37374,130,2011,avg_driv_dist
T122,T122,Freddie Jacobson,92,287.4,48282,168,2011,avg_driv_dist
T122,T122,D.A. Points,89,287.4,51162,178,2011,avg_driv_dist
124,124,Brandt Snedeker,85,287.2,48816,170,2011,avg_driv_dist
T125,T125,Jason Dufner,78,286.8,44745,156,2011,avg_driv_dist
T125,T125,Troy Merritt,63,286.8,34986,122,2011,avg_driv_dist
127,127,Spencer Levin,113,286.3,62416,218,2011,avg_driv_dist
128,128,Matt Kuchar,94,286.2,50366,176,2011,avg_driv_dist
T129,T129,Rich Beem,53,286.1,30325,106,2011,avg_driv_dist
T129,T129,Jarrod Lyle,83,286.1,45201,158,2011,avg_driv_dist
T129,T129,Shaun Micheel,77,286.1,41773,146,2011,avg_driv_dist
132,132,Justin Hicks,60,286,29742,104,2011,avg_driv_dist
133,133,Charlie Wi,83,285.8,47443,166,2011,avg_driv_dist
134,134,K.J. Choi,77,285.6,42834,150,2011,avg_driv_dist
T135,T135,Steve Elkington,50,285.4,28543,100,2011,avg_driv_dist
T135,T135,Matt McQuillan,59,285.4,31399,110,2011,avg_driv_dist
T137,T137,Nathan Green,81,285,43891,154,2011,avg_driv_dist
T137,T137,Kent Jones,76,285,40474,142,2011,avg_driv_dist
T139,T139,Kris Blanks,92,284.9,51276,180,2011,avg_driv_dist
T139,T139,Jason Bohn,74,284.9,39879,140,2011,avg_driv_dist
T139,T139,Ben Crane,76,284.9,41599,146,2011,avg_driv_dist
T139,T139,Daniel Summerhays,75,284.9,41596,146,2011,avg_driv_dist
T143,T143,Arjun Atwal,91,284.8,51842,182,2011,avg_driv_dist
T143,T143,Mark Wilson,89,284.8,49548,174,2011,avg_driv_dist
T145,T145,Cameron Beckman,71,284.3,38102,134,2011,avg_driv_dist
T145,T145,Kevin Kisner,70,284.3,36394,128,2011,avg_driv_dist
T147,T147,Luke Donald,73,284.1,38064,134,2011,avg_driv_dist
T147,T147,Vaughn Taylor,89,284.1,50571,178,2011,avg_driv_dist
149,149,Paul Stankowski,78,283.9,40875,144,2011,avg_driv_dist
150,150,Stephen Ames,69,283.8,36890,130,2011,avg_driv_dist
151,151,Joe Durant,71,283.6,39143,138,2011,avg_driv_dist
152,152,Ryuji Imada,83,283.4,47048,166,2011,avg_driv_dist
T153,T153,Brian Davis,105,283.3,59483,210,2011,avg_driv_dist
T153,T153,Billy Mayfair,94,283.3,50999,180,2011,avg_driv_dist
T155,T155,Ian Poulter,52,282.8,28850,102,2011,avg_driv_dist
T155,T155,Marc Turnesa,54,282.8,29406,104,2011,avg_driv_dist
157,157,J.P. Hayes,56,282.7,30529,108,2011,avg_driv_dist
158,158,Aron Price,58,282.6,29388,104,2011,avg_driv_dist
159,159,Steve Flesch,88,282.5,47462,168,2011,avg_driv_dist
160,160,Johnson Wagner,81,282.2,43455,154,2011,avg_driv_dist
T161,T161,David Mathis,83,282,43422,154,2011,avg_driv_dist
T161,T161,Bryce Molder,82,282,45119,160,2011,avg_driv_dist
163,163,Heath Slocum,89,281.9,49612,176,2011,avg_driv_dist
164,164,Jim Furyk,87,281.4,48401,172,2011,avg_driv_dist
165,165,Nate Smith,66,281.2,33743,120,2011,avg_driv_dist
